"Name","SI","Handles","VM","WS","PM","NPM","Path","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"chrome","2","288","2203683045376","16945152","7430144","17792","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","System.Diagnostics.Process (chrome)","Google LLC","150.21875","87.0.4280.66","87.0.4280.66","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6076","8",,"False","12/1/2020 12:36:18 AM",,"17200",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17792","17792","7430144","7430144","510592","510592","7532544","7532544","18616320","18616320","2203699855360","381632512","True","Normal","7430144","7430144","chrome","255","2",,"System.Diagnostics.ProcessThreadCollection","288","2203683045376","364822528","False",,,,"16945152","16945152",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:44.1406250","00:02:30.2187500","00:01:46.0781250","0","","True",,
"chrome","2","342","2212495753216","125034496","84992000","25424","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","System.Diagnostics.Process (chrome)","Google LLC","48.421875","87.0.4280.66","87.0.4280.66","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8948","8",,"False","12/2/2020 4:08:16 AM",,"20060",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25424","25424","84992000","84992000","603688","603688","116002816","116002816","150847488","150847488","2216844943360","641818624","True","Normal","84992000","84992000","chrome","255","2",,"System.Diagnostics.ProcessThreadCollection","342","2212495753216","587595776","False",,,,"125034496","125034496",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:06.2500000","00:00:48.4218750","00:00:42.1718750","0","","True",,
"chrome","2","250","2208197099520","93483008","91070464","22704","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","System.Diagnostics.Process (chrome)","Google LLC","1326.96875","87.0.4280.66","87.0.4280.66","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6616","8",,"False","12/1/2020 12:36:10 AM",,"22104",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22704","22704","91070464","91070464","464168","464168","416550912","416550912","422395904","422395904","2212235096064","326938624","True","Normal","91070464","91070464","chrome","255","2",,"System.Diagnostics.ProcessThreadCollection","250","2208197099520","583909376","False",,,,"93483008","93483008",,"System.Diagnostics.ProcessModule (chrome.exe)","00:01:43.9218750","00:22:06.9687500","00:20:23.0468750","0","","True",,
"chrome","2","204","2207998840832","23146496","12271616","13728","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","System.Diagnostics.Process (chrome)","Google LLC","0.140625","87.0.4280.66","87.0.4280.66","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2848","4",,"False","12/2/2020 4:35:46 AM",,"23544",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13728","13728","12271616","12271616","472432","472432","12353536","12353536","23199744","23199744","2212235096064","326938624","True","Idle","12271616","12271616","chrome","255","2",,"System.Diagnostics.ProcessThreadCollection","204","2207998840832","385650688","False",,,,"23146496","23146496",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.0781250","00:00:00.1406250","00:00:00.0625000","0","","True",,
"chrome","2","207","2203653836800","17043456","10944512","12776","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","System.Diagnostics.Process (chrome)","Google LLC","19.234375","87.0.4280.66","87.0.4280.66","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9204","8",,"False","12/1/2020 12:36:10 AM",,"24880",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12776","12776","10944512","10944512","456160","456160","23916544","23916544","26669056","26669056","2203689377792","371154944","True","Normal","10944512","10944512","chrome","255","2",,"System.Diagnostics.ProcessThreadCollection","207","2203653836800","335613952","False",,,,"17043456","17043456",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:06.9843750","00:00:19.2343750","00:00:12.2500000","0","","True",,
"chrome","2","487","2203810078720","61620224","62849024","30912","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","System.Diagnostics.Process (chrome)","Google LLC","319.90625","87.0.4280.66","87.0.4280.66","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2648","8",,"False","12/1/2020 12:36:10 AM",,"26424",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","30912","30912","62849024","62849024","532424","532424","92139520","92139520","97878016","97878016","2203878359040","560136192","True","Normal","62849024","62849024","chrome","255","2",,"System.Diagnostics.ProcessThreadCollection","487","2203810078720","491855872","False",,,,"61620224","61620224",,"System.Diagnostics.ProcessModule (chrome.exe)","00:01:48.5937500","00:05:19.9062500","00:03:31.3125000","0","","True",,
"chrome","2","213","2203477364736","6836224","1921024","9104","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","System.Diagnostics.Process (chrome)","Google LLC","0.578125","87.0.4280.66","87.0.4280.66","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8064","8",,"False","12/1/2020 12:36:09 AM",,"26564",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9104","9104","1921024","1921024","122872","122872","1970176","1970176","7647232","7647232","2203501223936","183001088","True","Normal","1921024","1921024","chrome","255","2",,"System.Diagnostics.ProcessThreadCollection","213","2203477364736","159141888","False",,,,"6836224","6836224",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.3125000","00:00:00.5781250","00:00:00.2656250","0","","True",,
"chrome","2","424","2208463101952","249298944","243081216","47536","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","System.Diagnostics.Process (chrome)","Google LLC","1186.921875","87.0.4280.66","87.0.4280.66","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8304","8",,"False","12/1/2020 7:11:39 PM",,"27536",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","47536","47536","243081216","243081216","697288","697288","263983104","263983104","292495360","292495360","2212235096064","326938624","True","Normal","243081216","243081216","chrome","255","2",,"System.Diagnostics.ProcessThreadCollection","424","2208463101952","849911808","False",,,,"249298944","249298944",,"System.Diagnostics.ProcessModule (chrome.exe)","00:03:24.1406250","00:19:46.9218750","00:16:22.7812500","0","","True",,
"CNMNSST2","2","218","101081088","11640832","4448256","20456","C:\Program Files (x86)\Canon\IJ Network Scanner Selector EX2\CNMNSST2.exe",,"CANON INC.","69.25","2.0.0.299","2.0.0.299","Canon IJ Network Scanner Selector EX2","Canon IJ Network Scanner Selector EX2 for Microsoft Windows","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6044","8",,"False","11/30/2020 6:08:32 AM",,"9276",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20456","20456","4448256","4448256","158136","158136","4472832","4472832","11956224","11956224","102391808","102391808","True","Normal","4448256","4448256","CNMNSST2","255","2",,"System.Diagnostics.ProcessThreadCollection","218","101081088","101081088","False",,,,"11640832","11640832",,"System.Diagnostics.ProcessModule (CNMNSST2.exe)","00:00:40.0156250","00:01:09.2500000","00:00:29.2343750","0","","True",,
"cnqtbapp","2","188","113745920","12500992","3104768","16312","C:\Program Files (x86)\Canon\Quick Utility Toolbox\cnqtbapp.exe",,"CANON INC.","0.484375","2.3.6.0","2.3.6.0","Quick Utility Toolbox","Quick Utility Toolbox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8068","8",,"False","11/30/2020 6:08:33 AM",,"14660",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16312","16312","3104768","3104768","205328","205328","3317760","3317760","13934592","13934592","146964480","146964480","True","Normal","3104768","3104768","cnqtbapp","255","2",,"System.Diagnostics.ProcessThreadCollection","188","113745920","113745920","False",,,,"12500992","12500992",,"System.Diagnostics.ProcessModule (cnqtbapp.exe)","00:00:00.2343750","00:00:00.4843750","00:00:00.2500000","0","","True",,
"Code","2","367","2207936110592","79110144","50069504","21576","C:\Users\blain\AppData\Local\Programs\Microsoft VS Code\Code.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","30.46875","1.51.1","1.51.1","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6932","8",,"False","11/30/2020 10:35:27 PM",,"5916",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21576","21576","50069504","50069504","423432","423432","72384512","72384512","116383744","116383744","2212163948544","255791104","True","Normal","50069504","50069504","Code","255","2",,"System.Diagnostics.ProcessThreadCollection","367","2207936110592","322920448","False",,,,"79110144","79110144",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:08.5156250","00:00:30.4687500","00:00:21.9531250","0","","True",,
"Code","2","343","2207924948992","116629504","108642304","23616","C:\Users\blain\AppData\Local\Programs\Microsoft VS Code\Code.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","118.203125","1.51.1","1.51.1","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7968","8",,"False","11/30/2020 10:35:25 PM",,"11256",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23616","23616","108642304","108642304","438920","438920","162197504","162197504","211488768","211488768","2212152086528","243929088","True","Normal","108642304","108642304","Code","255","2",,"System.Diagnostics.ProcessThreadCollection","343","2207924948992","311758848","False",,,,"116629504","116629504",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:34.2656250","00:01:58.2031250","00:01:23.9375000","0","","True",,
"Code","2","396","2203585900544","36298752","22585344","18176","C:\Users\blain\AppData\Local\Programs\Microsoft VS Code\Code.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","2.40625","1.51.1","1.51.1","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8476","8",,"False","11/30/2020 10:35:24 PM",,"11864",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18176","18176","22585344","22585344","422888","422888","22745088","22745088","47198208","47198208","2203595653120","277430272","True","Normal","22585344","22585344","Code","255","2",,"System.Diagnostics.ProcessThreadCollection","396","2203585900544","267677696","False",,,,"36298752","36298752",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:01.1562500","00:00:02.4062500","00:00:01.2500000","0","","True",,
"Code","2","601","2205525663744","149651456","941457408","86720","C:\Users\blain\AppData\Local\Programs\Microsoft VS Code\Code.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","985.328125","1.51.1","1.51.1","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9088","10",,"False","11/30/2020 10:35:24 PM",,"11908",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","86720","86720","941457408","941457408","956128","956128","1757237248","1757237248","454270976","454270976","2206567653376","-1045536768","True","AboveNormal","941457408","941457408","Code","255","2",,"System.Diagnostics.ProcessThreadCollection","601","2205525663744","-2087526400","False",,,,"149651456","149651456",,"System.Diagnostics.ProcessModule (Code.exe)","00:04:12.8593750","00:16:25.3281250","00:12:12.4687500","0","","True",,
"Code","2","198","2203550457856","21262336","9166848","12280","C:\Users\blain\AppData\Local\Programs\Microsoft VS Code\Code.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","0.21875","1.51.1","1.51.1","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6724","8",,"False","11/30/2020 10:35:24 PM",,"20740",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12280","12280","9166848","9166848","379536","379536","9228288","9228288","23838720","23838720","2203552555008","234332160","True","Normal","9166848","9166848","Code","255","2",,"System.Diagnostics.ProcessThreadCollection","198","2203550457856","232235008","False",,,,"21262336","21262336",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.1406250","00:00:00.2187500","00:00:00.0781250","0","","True",,
"Code","2","573","2223510151168","358199296","338395136","55936","C:\Users\blain\AppData\Local\Programs\Microsoft VS Code\Code.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","2444.765625","1.51.1","1.51.1","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7220","8",,"False","11/30/2020 10:35:24 PM",,"23252",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","55936","55936","338395136","338395136","703064","703064","351232000","351232000","391401472","391401472","2232063385600","-1319608320","True","Normal","338395136","338395136","Code","255","2",,"System.Diagnostics.ProcessThreadCollection","573","2223510151168","-1282908160","False",,,,"358199296","358199296",,"System.Diagnostics.ProcessModule (Code.exe)","00:02:38.5312500","00:40:44.7812500","00:38:06.2500000","0","","True",,
"Code","2","1178","2208712458240","114155520","89845760","56880","C:\Users\blain\AppData\Local\Programs\Microsoft VS Code\Code.exe","System.Diagnostics.Process (explorer)","Microsoft Corporation","470.78125","1.51.1","1.51.1","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8832","8",,"False","11/30/2020 10:35:23 PM",,"24308",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","56880","56880","89845760","89845760","1127864","1127864","95211520","95211520","129568768","129568768","2212164325376","256167936","True","Normal","89845760","89845760","Code","255","2",,"System.Diagnostics.ProcessThreadCollection","1178","2208712458240","1099268096","False",,,,"114155520","114155520",,"System.Diagnostics.ProcessModule (Code.exe)","00:03:25.9375000","00:07:50.7812500","00:04:24.8437500","18810134","LocalRunningProcesses.ps1 - Jarvis - Visual Studio Code","True",,
"CodeHelper","2","721","165056512","16707584","12746752","17768","c:\Users\blain\AppData\Local\Programs\Microsoft VS Code\resources\app\out\vs\platform\files\node\watcher\win32\CodeHelper.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","1.6875","1.0.0.0","1.0.0.0","CodeHelper","CodeHelper","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7440","8",,"False","11/30/2020 10:35:26 PM",,"5712",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17768","17768","12746752","12746752","256344","256344","12816384","12816384","16711680","16711680","171761664","171761664","True","Normal","12746752","12746752","CodeHelper","255","2",,"System.Diagnostics.ProcessThreadCollection","721","165056512","165056512","False",,,,"16707584","16707584",,"System.Diagnostics.ProcessModule (CodeHelper.exe)","00:00:00.6093750","00:00:01.6875000","00:00:01.0781250","0","","True",,
"ColorPicker","2","313","5062361088","119549952","48463872","26968",,,,"4.5625",,,,,"Process",,,"6",,"False","11/30/2020 6:07:55 AM",,"5320",".",,,,"26968","26968","48463872","48463872","555080","555080","52256768","52256768","161452032","161452032","5117411328","822444032",,,"48463872","48463872","ColorPicker",,"2",,"System.Diagnostics.ProcessThreadCollection","313","5062361088","767393792","False",,,,"119549952","119549952",,,"00:00:02.6718750","00:00:04.5625000","00:00:01.8906250","0","","True",,
"CompPkgSrv","2","141","2203423625216","9220096","3764224","10672","C:\Windows\System32\CompPkgSrv.exe",,"Microsoft Corporation","0.953125","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Component Package Support Server","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8588","8",,"False","11/30/2020 2:58:52 PM",,"12952",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10672","10672","3764224","3764224","118272","118272","3878912","3878912","10215424","10215424","2203425431552","107208704","True","Normal","3764224","3764224","CompPkgSrv","255","2",,"System.Diagnostics.ProcessThreadCollection","141","2203423625216","105402368","False",,,,"9220096","9220096",,"System.Diagnostics.ProcessModule (CompPkgSrv.exe)","00:00:00.4687500","00:00:00.9531250","00:00:00.4843750","0","","True",,
"conhost","2","97","2203421528064","5513216","6492160","7328","C:\WINDOWS\system32\conhost.exe","System.Diagnostics.Process (CodeHelper)","Microsoft Corporation","0.09375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8972","8",,"False","11/30/2020 10:35:26 PM",,"3520",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7328","7328","6492160","6492160","120960","120960","6553600","6553600","11403264","11403264","2203422576640","104353792","True","Normal","6492160","6492160","conhost","255","2",,"System.Diagnostics.ProcessThreadCollection","97","2203421528064","103305216","False",,,,"5513216","5513216",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0625000","00:00:00.0937500","00:00:00.0312500","0","","True",,
"conhost","0","97","2203400425472","3997696","6361088","6648",,,,,,,,,"Process",,,"8",,,,,"6776",".",,,,"6648","6648","6361088","6361088","80112","80112","6479872","6479872","10334208","10334208","2203402522624","84299776",,,"6361088","6361088","conhost",,"0",,"System.Diagnostics.ProcessThreadCollection","97","2203400425472","82202624","False",,,,"3997696","3997696",,,,,,"0","","True",,
"conhost","2","101","2203407847424","6356992","1761280","7744","C:\WINDOWS\system32\conhost.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","0.265625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6456","8",,"False","11/30/2020 10:35:25 PM",,"9080",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7744","7744","1761280","1761280","115224","115224","1761280","1761280","6520832","6520832","2203408896000","90673152","True","Normal","1761280","1761280","conhost","255","2",,"System.Diagnostics.ProcessThreadCollection","101","2203407847424","89624576","False",,,,"6356992","6356992",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0625000","00:00:00.2656250","00:00:00.2031250","0","","True",,
"conhost","2","105","2203407847424","6549504","1896448","7872","C:\WINDOWS\system32\conhost.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","6.75","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8996","8",,"False","11/30/2020 10:35:41 PM",,"11464",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7872","7872","1896448","1896448","122008","122008","1937408","1937408","6610944","6610944","2203408896000","90673152","True","Normal","1896448","1896448","conhost","255","2",,"System.Diagnostics.ProcessThreadCollection","105","2203407847424","89624576","False",,,,"6549504","6549504",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:03.1875000","00:00:06.7500000","00:00:03.5625000","0","","True",,
"conhost","2","104","2203407847424","6606848","1716224","7952","C:\WINDOWS\system32\conhost.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","1.796875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5828","8",,"False","12/2/2020 2:05:45 AM",,"11560",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7952","7952","1716224","1716224","120856","120856","1716224","1716224","6758400","6758400","2203408896000","90673152","True","Normal","1716224","1716224","conhost","255","2",,"System.Diagnostics.ProcessThreadCollection","104","2203407847424","89624576","False",,,,"6606848","6606848",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.8281250","00:00:01.7968750","00:00:00.9687500","0","","True",,
"conhost","2","99","2203407323136","5545984","1634304","7608","C:\WINDOWS\system32\conhost.exe",,"Microsoft Corporation","1.625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","888","8",,"False","11/30/2020 7:40:44 PM",,"12260",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7608","7608","1634304","1634304","118168","118168","1667072","1667072","6701056","6701056","2203408896000","90673152","True","Normal","1634304","1634304","conhost","255","2",,"System.Diagnostics.ProcessThreadCollection","99","2203407323136","89100288","False",,,,"5545984","5545984",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.7968750","00:00:01.6250000","00:00:00.8281250","0","","True",,
"conhost","2","100","2203421519872","5419008","6483968","7056","C:\WINDOWS\system32\conhost.exe","System.Diagnostics.Process (Microsoft.Python.LanguageServer)","Microsoft Corporation","0.109375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6848","8",,"False","11/30/2020 10:35:34 PM",,"12472",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7056","7056","6483968","6483968","120960","120960","6541312","6541312","11268096","11268096","2203422568448","104345600","True","Normal","6483968","6483968","conhost","255","2",,"System.Diagnostics.ProcessThreadCollection","100","2203421519872","103297024","False",,,,"5419008","5419008",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0937500","00:00:00.1093750","00:00:00.0156250","0","","True",,
